Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2
HP,Notebook,17.3,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.04,357.4,4,,1,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics,Windows 10,2.25,357.4,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Acer,Notebook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.4,357.4,4,,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.4,360.6,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.24,361.2,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,AMD Radeon R5 M420,Windows 10,2.18,363.8,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
HP,Notebook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,1.91,370.2,4,,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,2.2,370.2,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,AMD Radeon R5 M430,Windows 10,2.3,374.0,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Asus,Notebook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB HDD,Intel HD Graphics 620,Windows 10,2,374.8,4,,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
HP,Notebook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB HDD,Intel HD Graphics 620,Windows 10,1.91,376.6,8,,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,,128,HDD,,
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 920MX,Windows 10,2.79,376.6,8,,0,1600x900,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.32,376.9,8,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,377.2,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Notebook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.2,381.7,8,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.3,382.9,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.96,383.0,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,383.0,8,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.25,383.0,8,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce 920M,Windows 10,2.4,389.4,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.86,391.7,4,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.23,393.8,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon 520,Windows 10,1.91,395.8,4,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Acer,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.23,395.8,4,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,397.3,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36,408.4,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36,408.5,4,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Asus,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,408.6,4,,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.86,408.6,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.3,408.6,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.25,414.9,4,,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce GTX 940M,Windows 10,2.8,414.9,4,,0,1600x900,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.18,420.1,4,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 940MX,Windows 10,1.58,421.3,4,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.3,437.8,4,,1,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,AMD Radeon R5 M420,Windows 10,2.18,438.0,4,,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.86,441.2,8,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.23,441.8,4,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,500GB HDD,Nvidia GeForce 920MX,Windows 10,2.4,444.4,6,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.32,446.9,4,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.7,446.9,4,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,500GB HDD,AMD Radeon 520,Windows 10,2.71,446.9,6,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.18,452.7,4,,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.18,456.5,8,,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.8,459.7,6,,0,1600x900,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.98,464.2,8,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.2,472.5,8,,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Asus,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,472.5,8,,1,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
HP,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,474.4,4,,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.37,478.9,8,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.18,479.5,8,,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,,500,HDD,,
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Nvidia GeForce 920MX ,Windows 10,2,491.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
HP,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.64,498.1,4,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,AMD Radeon R7 M445,Windows 10,2.5,501.3,8,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.87,501.9,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,AMD Radeon R5 M420,Windows 10,2.18,505.0,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Toshiba,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.0,507.0,8,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,508.3,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Fujitsu,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.2,510.8,8,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Nvidia GeForce GTX 950M,Windows 10,2.4,510.8,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.04,515.3,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.95,517.9,8,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,AMD R17M-M1-70,Windows 10,1.90,519.8,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,AMD Radeon R5 M430,Windows 10,1.90,523.0,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Nvidia GeForce 940MX,Windows 10,2.3,523.6,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9,527.5,4,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.3,530.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,534.5,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
HP,Notebook,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.58,534.9,8,,1,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.04,536.4,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.3,543.9,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,548.0,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.6,549.2,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.0,549.8,8,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.6,559.4,4,,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Lenovo,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.44,563.3,4,,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,,128,SSD,,
Dell,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.68,568.4,8,,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04,568.4,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36,568.4,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 950M,Windows 10,2.69,569.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,574.8,8,,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,1.56,576.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 930MX,System Windows 10 Home,2.63,581.8,8,,0,1600x900,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,2.3,582.5,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Nvidia GeForce 940MX,System Windows 10 Home,2.18,583.4,4,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel Graphics 620,System Windows 10 Home,1.8,587.6,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Asus,Notebook,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,1.27,593.3,8,,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,1.9,599.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Toshiba,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,2.0,602.9,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,1.9,604.2,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,2,604.2,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,1.44,606.8,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Dell,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,System Windows 10 Home,2.06,610.6,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Ultrabook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08,613.1,8,,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,613.8,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.49,613.8,8,,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,,256,SSD,,
Toshiba,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.5,622.1,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
HP,Ultrabook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.64,622.1,4,,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.7,624.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
HP,Ultrabook,17.3,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,625.9,4,,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.95,626.6,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Lenovo,Ultrabook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.02,633.0,4,,0,1366x768,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Lenovo,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.1,638.7,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Lenovo,Ultrabook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.7,638.7,8,,1,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Dell,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.191,638.7,8,,1,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Acer,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,12GB,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.4,645.1,12,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.64,646.1,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Lenovo,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,647.0,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
Lenovo,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.3,661.1,8,,1,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,1.64,670.9,8,,0,1920x1080,Intel,Core i5 7200U,2.5,1TB HDD,,1000,HDD,,
