Company,TypeName,Inches,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2,ScreenResolution_encoded,Cpu_encoded,Gpu_encoded,Memory_encoded
Mediacom,Notebook,15.6,Windows 10,1.2,235.9,4.0,0,0,1920x1080,Intel,Celeron Quad Core N3450,1.1,128GB HDD,0,128.0,HDD,0.0,0,42,40,43,0
Mediacom,Notebook,14.0,Windows 10,1.45,248.7,4.0,0,0,1920x1080,Intel,Celeron Quad Core N3450,1.1,128GB HDD,0,128.0,HDD,0.0,0,42,40,43,0
Chuwi,Notebook,12.3,Windows 10,1.4,287.1,4.0,0,0,2736x1824,Intel,Celeron Quad Core N3450,1.1,128GB HDD,0,128.0,HDD,0.0,0,50,40,43,0
Lenovo,Notebook,17.3,Windows 10,1.59,353.6,4.0,0,0,1366x768,Intel,Celeron Quad Core N3450,1.1,128GB HDD,0,128.0,HDD,0.0,0,36,40,43,0
Dell,Notebook,15.6,Windows 10,2.25,229.5,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Acer,Notebook,15.6,Windows 10,2.4,231.3,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Dell,Notebook,15.6,Windows 10,2.25,273.6,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,52,24,0
Lenovo,Notebook,15.6,Windows 10,2.1,274.3,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Dell,Notebook,15.6,Windows 10,2.18,283.8,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Dell,Notebook,15.6,Windows 10,2.18,291.4,8.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,23,0
Lenovo,Notebook,15.6,Windows 10,2.2,293.5,8.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Dell,Notebook,17.3,Windows 10,2.25,297.7,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,24,0
Dell,Notebook,17.3,Windows 10,2.3,319.0,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,29,0
Dell,Notebook,17.3,Windows 10,2.18,357.1,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Lenovo,Notebook,17.3,Windows 10,2.3,361.2,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,52,47,0
Dell,Notebook,15.6,Windows 10,2.18,392.6,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,256GB SSD,0,256.0,SSD,0.0,0,0,52,23,7
Acer,Notebook,17.3,Windows 10,3.3,402.2,4.0,0,0,1600x900,Intel,Core i3 6006U,2.0,256GB SSD,0,256.0,SSD,0.0,0,29,52,72,7
Dell,Notebook,15.6,Windows 10,2.36,421.3,8.0,0,0,1600x900,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,29,52,30,10
Toshiba,Notebook,15.6,Windows 10,2.1,285.8,4.0,0,0,1366x768,Intel,Core i3 6006U,2.2,128GB HDD,0,128.0,HDD,0.0,0,0,53,47,0
Asus,Notebook,15.6,Windows 10,2.0,248.7,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,53,0
Acer,Notebook,14.0,Windows 10,2.1,248.7,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Acer,Notebook,15.6,Windows 10,2.1,249.4,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
HP,Notebook,15.6,Windows 10,1.86,253.8,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Lenovo,Notebook,15.6,Windows 10,2.2,261.5,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Acer,Notebook,15.6,Windows 10,2.4,262.6,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Acer,Notebook,15.6,Windows 10,2.1,263.4,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Asus,Notebook,15.6,Windows 10,2.0,265.3,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Lenovo,Notebook,15.6,Windows 10,1.85,265.3,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Dell,Notebook,15.6,Windows 10,2.3,267.7,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
HP,Notebook,15.6,Windows 10,1.86,280.5,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,6,0
HP,Notebook,15.6,Windows 10,1.86,280.7,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
HP,Notebook,15.6,Windows 10,1.91,280.7,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Acer,Notebook,15.6,Windows 10,2.1,285.8,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Lenovo,Notebook,15.6,Windows 10,1.85,287.1,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Acer,Notebook,15.6,Windows 10,2.1,287.1,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Dell,Notebook,15.6,Windows 10,2.2,287.1,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,24,0
Acer,Notebook,15.6,Windows 10,2.4,287.7,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Dell,Notebook,17.3,Windows 10,2.18,297.3,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,22,0
Lenovo,Notebook,17.3,Windows 10,2.2,299.2,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,67,0
HP,Notebook,17.3,Windows 10,1.86,299.9,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
HP,Notebook,17.3,Windows 10,2.1,299.9,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,6,0
Acer,Notebook,17.3,Windows 10,2.2,299.9,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,85,0
HP,Notebook,17.3,Windows 10,2.1,305.6,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Dell,Notebook,17.3,Windows 10,2.2,310.1,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,24,0
HP,Notebook,17.3,Windows 10,2.54,312.6,8.0,0,0,1600x900,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,29,54,47,0
Lenovo,Notebook,17.3,Windows 10,2.8,312.6,4.0,0,0,1600x900,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,29,54,47,0
Lenovo,Notebook,17.3,Windows 10,2.1,313.2,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Dell,Notebook,17.3,Windows 10,2.29,313.3,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
HP,Notebook,17.3,Windows 10,2.1,319.0,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,6,0
Lenovo,Notebook,17.3,Windows 10,2.2,319.0,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
Dell,Notebook,17.3,Windows 10,2.2,319.0,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,24,0
HP,Notebook,17.3,Windows 10,1.86,344.6,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,47,0
HP,Notebook,17.3,Windows 10,2.04,344.6,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,30,54,24,0
Acer,Notebook,17.3,Windows 10,2.23,347.8,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,72,0
HP,Notebook,17.3,Windows 10,2.65,347.9,4.0,0,0,1600x900,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,29,54,47,0
Dell,Notebook,17.3,Windows 10,2.2,348.9,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,24,0
Asus,Notebook,17.3,Windows 10,2.0,360.6,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,66,0
Lenovo,Notebook,17.3,Windows 10,2.2,370.2,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,35,54,67,0
Dell,Notebook,17.3,Windows 10,1.76,374.0,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB HDD,0,128.0,HDD,0.0,0,0,54,47,0
Lenovo,Notebook,17.3,Windows 10,2.2,376.6,8.0,0,0,1366x768,Intel,Core i3 6006U,2.0,256GB SSD,0,256.0,SSD,0.0,0,0,54,47,7
Acer,Notebook,17.3,Windows 10,3.3,382.3,8.0,0,0,1600x900,Intel,Core i3 6006U,2.0,256GB SSD,0,256.0,SSD,0.0,0,29,54,72,7
Dell,Notebook,15.6,Windows 10,2.18,395.1,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,256GB SSD,0,256.0,SSD,0.0,0,0,54,22,7
HP,Notebook,17.3,Windows 10,2.5,409.1,4.0,0,0,1600x900,Intel,Core i3 6006U,2.0,256GB SSD,0,256.0,SSD,0.0,0,29,54,47,7
Dell,Notebook,15.6,Windows 10,2.0,425.2,8.0,0,0,1366x768,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,0,54,47,10
HP,Notebook,15.6,Windows 10,1.63,440.5,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,0,54,47,10
Dell,Notebook,13.3,Windows 10,1.65,440.5,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,0,54,47,10
HP,Notebook,17.3,Windows 10,2.5,446.9,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,42,54,19,10
Dell,Notebook,14.0,Windows 10,1.6,470.5,4.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,35,54,47,10
Dell,Notebook,15.6,Windows 10,2.0,472.5,8.0,0,0,1920x1080,Intel,Core i3 6006U,2.0,500GB HDD,0,500.0,HDD,0.0,0,35,54,23,10
Dell,Notebook,13.3,Windows 10,1.65,542.8,4.0,0,0,1366x768,Intel,Core i3 6006U,2.0,128GB SSD,0,128.0,SSD,0.0,0,0,54,47,1
Toshiba,Notebook,15.6,Windows 10,2.1,318.4,4.0,0,0,1366x768,Intel,Core i3 6100U,2.1,128GB HDD,0,128.0,HDD,0.0,0,0,55,47,0
Lenovo,Notebook,15.6,Windows 10,2.29,293.5,8.0,0,0,1366x768,Intel,Core i3 6100U,2.3,128GB HDD,0,128.0,HDD,0.0,0,0,56,47,0
Dell,Notebook,17.3,Windows 10,2.06,308.2,4.0,0,0,1366x768,Intel,Core i3 6100U,2.3,128GB HDD,0,128.0,HDD,0.0,0,0,56,47,0
Lenovo,Notebook,17.3,Windows 10,2.4,363.8,4.0,0,0,1920x1080,Intel,Core i3 6100U,2.3,128GB HDD,0,128.0,HDD,0.0,0,35,56,66,0
HP,Notebook,15.6,Windows 10,2.07,415.6,4.0,0,0,1366x768,Intel,Core i3 6100U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,56,47,7
HP,Notebook,15.6,Windows 10,2.31,450.8,4.0,0,0,1366x768,Intel,Core i3 6100U,2.3,500GB HDD,0,500.0,HDD,0.0,0,0,56,47,10
Dell,Notebook,14.0,Windows 10,1.79,473.1,8.0,0,0,1366x768,Intel,Core i3 6100U,2.3,500GB HDD,0,500.0,HDD,0.0,0,0,56,47,10
Dell,Notebook,15.6,Windows 10,2.08,508.9,4.0,0,1,1920x1080,Intel,Core i3 6100U,2.3,128GB SSD,0,128.0,SSD,0.0,0,40,56,47,1
Dell,Ultrabook,17.3,Windows 10,1.5,725.8,4.0,0,0,1366x768,Intel,Core i3 6100U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,0,56,47,3
Dell,Ultrabook,15.6,Windows 10 Pro,1.5,746.1,8.0,0,0,1366x768,Intel,Core i3 6100U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,0,56,47,2
Acer,Notebook,15.6,Windows 10,2.4,245.5,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Asus,Notebook,15.6,Windows 10,2.37,255.1,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Asus,Notebook,15.6,Windows 10,2.0,278.1,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Dell,Notebook,15.6,Windows 10,2.3,280.7,4.0,0,1,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,62,57,53,0
Dell,Notebook,15.6,Windows 10,2.3,293.5,8.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Dell,Notebook,15.6,Windows 10,2.3,293.5,6.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Dell,Notebook,15.6,Windows 10,2.3,293.5,6.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Dell,Notebook,15.6,Windows 10,2.3,293.5,6.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Dell,Notebook,17.3,Windows 10,2.3,299.9,4.0,0,1,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,62,57,53,0
Acer,Notebook,17.3,Windows 10,2.1,306.3,6.0,0,1,1920x1080,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,40,57,53,0
Toshiba,Notebook,17.3,Windows 10,2.0,312.6,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Acer,Notebook,17.3,Windows 10,2.4,319.0,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,35,57,53,0
Asus,Notebook,17.3,Windows 10,1.3,325.4,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Dell,Notebook,17.3,Windows 10,2.08,325.4,4.0,0,1,1920x1080,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,34,57,53,0
Dell,Notebook,17.3,Windows 10,2.18,349.7,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Lenovo,Notebook,17.3,Windows 10,1.5,351.0,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,42,57,53,0
Asus,Notebook,17.3,Windows 10,2.0,368.9,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,35,57,65,0
Dell,Notebook,17.3,Windows 10,2.18,375.0,8.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB HDD,0,128.0,HDD,0.0,0,0,57,53,0
Asus,Notebook,17.3,Windows 10,2.3,381.7,8.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,256GB SSD,0,256.0,SSD,0.0,0,35,57,72,7
Acer,Notebook,15.6,Windows 10,1.5,395.8,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,256GB SSD,0,256.0,SSD,0.0,0,42,57,53,7
Lenovo,Notebook,15.6,Windows 10,1.74,402.2,4.0,0,1,1920x1080,Intel,Core i3 7100U,2.4,256GB SSD,0,256.0,SSD,0.0,0,40,57,53,7
Acer,Notebook,17.3,Windows 10,1.8,406.6,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,256GB SSD,0,256.0,SSD,0.0,0,42,57,53,7
Dell,Notebook,17.3,Windows 10,1.71,414.9,4.0,0,1,1920x1080,Intel,Core i3 7100U,2.4,256GB SSD,0,256.0,SSD,0.0,0,34,57,53,7
HP,Notebook,15.6,Windows 10,2.1,427.4,8.0,0,0,1366x768,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,0,57,53,10
Toshiba,Notebook,15.6,Windows 10,2.0,427.7,8.0,0,0,1366x768,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,0,57,53,10
HP,Notebook,14.0,Windows 10,1.64,437.3,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,0,57,53,10
HP,Notebook,15.6,Windows 10,2.04,438.0,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,35,57,53,10
HP,Notebook,14.0,Windows 10,1.63,446.9,4.0,0,1,1920x1080,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,40,57,72,10
HP,Notebook,15.6,Windows 10,2.1,451.1,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,35,57,53,10
HP,Notebook,15.6,Windows 10,2.1,457.8,8.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,42,57,70,10
HP,Notebook,13.3,Windows 10,1.49,459.7,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,35,57,53,10
Lenovo,Notebook,13.3,Windows 10,1.44,469.9,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,500GB HDD,0,500.0,HDD,0.0,0,42,57,53,10
Asus,Notebook,14.0,Windows 10,2.0,491.7,4.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,128GB SSD,0,128.0,SSD,0.0,0,35,57,53,1
HP,Notebook,15.6,Windows 10,2.04,492.3,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB SSD,0,128.0,SSD,0.0,0,0,57,53,1
HP,Notebook,13.3,Windows 10,1.49,511.5,4.0,0,0,1366x768,Intel,Core i3 7100U,2.4,128GB SSD,0,128.0,SSD,0.0,0,0,57,53,1
Lenovo,Ultrabook,17.3,System Windows 10 Home,1.4,606.8,8.0,0,0,1920x1080,Intel,Core i3 7100U,2.4,256GB SSD,0,256.0,SSD,0.0,0,42,57,53,7
Acer,Notebook,15.6,Windows 10,2.1,234.6,4.0,0,0,1366x768,Intel,Core i3 7130U,2.7,128GB HDD,0,128.0,HDD,0.0,0,0,58,53,0
Acer,Notebook,17.3,Windows 10,2.2,338.9,4.0,0,0,1920x1080,Intel,Core i3 7130U,2.7,128GB HDD,0,128.0,HDD,0.0,0,35,58,97,0
Acer,Notebook,17.3,Windows 10,2.2,365.7,4.0,0,0,1920x1080,Intel,Core i3 7130U,2.7,128GB HDD,0,128.0,HDD,0.0,0,35,58,97,0
Lenovo,Notebook,15.6,Windows 10,1.7,383.0,8.0,0,0,1920x1080,Intel,Core i3 7130U,2.7,256GB SSD,0,256.0,SSD,0.0,0,42,58,53,7
Lenovo,Notebook,17.3,Windows 10,2.05,402.8,4.0,0,0,1920x1080,Intel,Core i3 7130U,2.7,256GB SSD,0,256.0,SSD,0.0,0,35,58,53,7
Acer,Notebook,15.6,Windows 10,3.0,418.8,4.0,0,0,1920x1080,Intel,Core i3 7130U,2.7,500GB HDD,0,500.0,HDD,0.0,0,42,58,97,10
Acer,Notebook,17.3,Windows 10,3.0,448.8,4.0,0,0,1920x1080,Intel,Core i3 7130U,2.7,500GB HDD,0,500.0,HDD,0.0,0,42,58,97,10
Apple,Gaming,17.3,macOS,0.92,965.4,8.0,0,0,2304x1440,Intel,Core i5,1.3,256GB SSD,1,256.0,SSD,1000.0,1,48,59,52,8
Apple,Ultrabook,17.3,Mac OS X,1.08,613.1,4.0,0,0,1366x768,Intel,Core i5,1.6,256GB SSD,0,256.0,SSD,0.0,0,0,60,51,7
Apple,Ultrabook,15.6,Mac OS X,1.35,638.1,8.0,0,0,1440x900,Intel,Core i5,1.6,1TB HDD,0,1000.0,HDD,0.0,0,28,60,51,3
Apple,Notebook,15.6,Mac OS X,1.35,702.7,8.0,0,0,1440x900,Intel,Core i5,1.6,1TB HDD,0,1000.0,HDD,0.0,0,28,60,51,3
Apple,Notebook,13.3,macOS,1.34,574.7,8.0,0,0,1440x900,Intel,Core i5,1.8,256GB SSD,0,256.0,SSD,0.0,0,28,61,51,7
Apple,Ultrabook,15.6,macOS,1.34,740.8,8.0,0,0,1440x900,Intel,Core i5,1.8,128GB SSD,1,128.0,SSD,1000.0,1,28,61,51,2
Apple,Ultrabook,17.3,macOS,1.37,907.3,8.0,0,0,2560x1600,Intel,Core i5,2.0,512GB SSD,0,512.0,SSD,0.0,0,49,62,56,11
Apple,Ultrabook,17.3,macOS,1.37,856.5,8.0,0,0,2560x1600,Intel,Core i5,2.3,512GB SSD,0,512.0,SSD,0.0,0,49,63,58,11
Apple,Gaming,17.3,macOS,1.37,970.9,8.0,0,0,2560x1600,Intel,Core i5,2.3,256GB SSD,1,256.0,SSD,1000.0,1,49,63,58,8
Apple,Ultrabook,17.3,macOS,1.37,1252.4,16.0,0,0,2560x1600,Intel,Core i5,2.9,512GB SSD,0,512.0,SSD,0.0,0,49,64,57,11
Apple,Ultrabook,17.3,macOS,1.37,1153.1,8.0,0,0,2560x1600,Intel,Core i5,3.1,256GB SSD,1,256.0,SSD,1000.0,1,49,65,59,8
Apple,Ultrabook,17.3,System Windows 11,1.37,1304.3,8.0,0,0,2560x1600,Intel,Core i5,3.1,512GB SSD,1,512.0,SSD,1000.0,1,49,65,59,12
Lenovo,Notebook,17.3,Windows 10,2.1,315.2,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB HDD,0,128.0,HDD,0.0,0,0,66,47,0
Dell,Notebook,17.3,Windows 10,2.09,334.8,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB HDD,0,128.0,HDD,0.0,0,0,66,47,0
Lenovo,Notebook,17.3,Windows 10,2.2,342.1,4.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB HDD,0,128.0,HDD,0.0,0,35,66,47,0
Lenovo,Notebook,17.3,Windows 10,2.1,345.3,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB HDD,0,128.0,HDD,0.0,0,0,66,47,0
Toshiba,Notebook,15.6,Windows 10,2.1,384.9,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,66,47,7
Dell,Notebook,17.3,Windows 10,1.62,414.9,4.0,0,1,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,34,66,47,7
Fujitsu,Notebook,15.6,Windows 10,2.3,414.9,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,66,47,7
Acer,Notebook,15.6,Windows 10,1.6,418.8,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,500GB HDD,0,500.0,HDD,0.0,0,0,66,47,10
Lenovo,Notebook,15.6,Windows 10,3.0,421.3,8.0,0,0,1600x900,Intel,Core i5 6200U,2.3,500GB HDD,0,500.0,HDD,0.0,0,29,66,21,10
Acer,Notebook,13.3,Windows 10,1.6,440.5,8.0,0,1,1920x1080,Intel,Core i5 6200U,2.3,500GB HDD,0,500.0,HDD,0.0,0,40,66,47,10
Dell,Notebook,15.6,Windows 10,1.95,466.7,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,500GB HDD,0,500.0,HDD,0.0,0,0,66,47,10
Dell,Notebook,15.6,Windows 10,2.24,471.2,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,500GB HDD,0,500.0,HDD,0.0,0,0,66,47,10
Dell,Notebook,14.0,Windows 10,1.76,482.7,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,500GB HDD,0,500.0,HDD,0.0,0,0,66,47,10
Dell,Notebook,15.6,Windows 10,2.24,491.8,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB SSD,0,128.0,SSD,0.0,0,0,66,20,1
Toshiba,Notebook,15.6,Windows 10,2.1,498.7,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB SSD,0,128.0,SSD,0.0,0,0,66,47,1
Lenovo,Notebook,15.6,Windows 10,2.5,504.1,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,0,128.0,SSD,0.0,0,35,66,21,1
Lenovo,Notebook,14.0,Windows 10,1.8,532.6,4.0,0,1,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,0,128.0,SSD,0.0,0,34,66,47,1
Lenovo,Notebook,15.6,Windows 10,2.1,554.3,4.0,0,1,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,0,128.0,SSD,0.0,0,40,66,47,1
HP,Notebook,17.3,System Windows 10 Home,2.07,581.8,4.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,35,66,47,7
Toshiba,Notebook,17.3,System Windows 10 Home,1.75,585.0,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,66,47,7
